Time [s],Channel 6,Channel 7
7.331644000,1,0
7.332206063,0,0
7.347292375,0,1
7.347366812,1,0
7.347929000,0,0
7.363291625,0,1
7.363366062,1,0
7.363928188,0,0
7.379456063,0,1
7.379530500,1,0
7.380092625,0,0
7.395429375,0,1
7.395503813,1,0
7.396065812,0,0
7.411463438,0,1
7.411537875,1,0
7.412099812,0,0
7.427332688,0,1
7.427407188,1,0
7.427969188,0,0
7.443462125,0,1
7.443536563,1,0
7.444098438,0,0
7.459366063,0,1
7.459440500,1,0
7.460002625,0,0
7.475460875,0,1
7.475535313,1,0
7.476097125,0,0
7.491521125,0,1
7.491595563,1,0
7.492157562,0,0
7.507329375,0,1
7.507403812,1,0
7.507965688,0,0
7.523337438,0,1
7.523411875,1,0
7.523974063,0,0
7.539536500,0,1
7.539610938,1,0
7.540173125,0,0
7.555266750,0,1
7.555341125,1,0
7.555903188,0,0
7.571300875,0,1
7.571375312,1,0
7.571937437,0,0
7.587300250,0,1
7.587374688,1,0
7.587936750,0,0
7.603412438,0,1
7.603486875,1,0
7.604048875,0,0
7.619437688,0,1
7.619512125,1,0
7.620074250,0,0
7.635367750,0,1
7.635442187,1,0
7.636004125,0,0
7.651497250,0,1
7.651571625,1,0
7.652133688,0,0
7.667331625,0,1
7.667406063,1,0
7.667968125,0,0
7.683452625,0,1
7.683527063,1,0
7.684089000,0,0
7.699530188,0,1
7.699604562,1,0
7.700166813,0,0
7.715789875,0,1
7.715864250,1,0
7.716426375,0,0
7.731303188,0,1
7.731377625,1,0
7.731939688,0,0
7.747293813,0,1
7.747368250,1,0
7.747930250,0,0
7.763779375,0,1
7.763853813,1,0
7.764415937,0,0
7.779283875,0,1
7.779358312,1,0
7.779920375,0,0
7.795318000,0,1
7.795392438,1,0
7.795954500,0,0
7.811447438,0,1
7.811521875,1,0
7.812083813,0,0
7.827464188,0,1
7.827538625,1,0
7.828100625,0,0
7.843428938,0,1
7.843503313,1,0
7.844065438,0,0
7.859949063,0,1
7.860023500,1,0
7.860585625,0,0
7.875358188,0,1
7.875432563,1,0
7.875994500,0,0
7.891435625,0,1
7.891510063,1,0
7.892071937,0,0
7.907617188,0,1
7.907691625,1,0
7.908253812,0,0
7.923399625,0,1
7.923474000,1,0
7.924036125,0,0
7.939451125,0,1
7.939525563,1,0
7.940087563,0,0
7.955441750,0,1
7.955516188,1,0
7.956078250,0,0
7.971562625,0,1
7.971637063,1,0
7.972199125,0,0
7.987449250,0,1
7.987523688,1,0
7.988085687,0,0
8.003293562,0,1
8.003368000,1,0
8.003930125,0,0
8.019508625,0,1
8.019583000,1,0
8.020145125,0,0
8.035378938,0,1
8.035453375,1,0
8.036015375,0,0
8.051300250,0,1
8.051374688,1,0
8.051936688,0,0
8.067464500,0,1
8.067538938,1,0
8.068101000,0,0
8.083490000,0,1
8.083564375,1,0
8.084126375,0,0
8.099324437,0,1
8.099398875,1,0
8.099960938,0,0
8.115358563,0,1
8.115433000,1,0
8.115995000,0,0
8.131401250,0,1
8.131475688,1,0
8.132037625,0,0
8.147287813,0,1
8.147362250,1,0
8.147924187,0,0
8.163278563,0,1
8.163353000,1,0
8.163915062,0,0
8.179451250,0,1
8.179525687,1,0
8.180087625,0,0
8.195407375,0,1
8.195481813,1,0
8.196043938,0,0
8.211302563,0,1
8.211377000,1,0
8.211939000,0,0
8.227579750,0,1
8.227654188,1,0
8.228216063,0,0
8.243318625,0,1
8.243393063,1,0
8.243955125,0,0
8.259456813,0,1
8.259531250,1,0
8.260093125,0,0
8.275525688,0,1
8.275600063,1,0
8.276162000,0,0
8.291594563,0,1
8.291669000,1,0
8.292231000,0,0
8.307324688,0,1
8.307399125,1,0
8.307961375,0,0
8.323350188,0,1
8.323424563,1,0
8.323986625,0,0
8.339497063,0,1
8.339571500,1,0
8.340133500,0,0
8.355331500,0,1
8.355405938,1,0
8.355968000,0,0
8.371357000,0,1
8.371431438,1,1
8.371431500,1,0
8.371993688,0,0
8.387547188,0,1
8.387621625,1,0
8.388183813,0,0
8.403364438,0,1
8.403438875,1,0
8.404001125,0,0
8.419363750,0,1
8.419438187,1,0
8.420000313,0,0
8.435432500,0,1
8.435506938,1,0
8.436069063,0,0
8.451431875,0,1
8.451506313,1,0
8.452068313,0,0
8.467318375,0,1
8.467392813,1,0
8.467954875,0,0
8.483300250,0,1
8.483374688,1,0
8.483936875,0,0
8.499508125,0,1
8.499582500,1,0
8.500144500,0,0
8.515281813,0,1
8.515356188,1,0
8.515918250,0,0
8.531291000,0,1
8.531365375,1,0
8.531927438,0,0
8.547584313,0,1
8.547658688,1,0
8.548220813,0,0
8.563375250,0,1
8.563449625,1,0
8.564011625,0,0
8.579426813,0,1
8.579501250,1,0
8.580063563,0,0
8.595512875,0,1
8.595587313,1,0
8.596149500,0,0
8.611642625,0,1
8.611717000,1,0
8.612279188,0,0
8.627304563,0,1
8.627378938,1,0
8.627941000,0,0
8.643295188,0,1
8.643369625,1,0
8.643931688,0,0
8.659475688,0,1
8.659550125,1,0
8.660112000,0,0
8.675302688,0,1
8.675377125,1,0
8.675939063,0,0
8.691432188,0,1
8.691506563,1,0
8.692068625,0,0
8.707388125,0,1
8.707462562,1,0
8.708024688,0,0
8.723300750,0,1
8.723375188,1,0
8.723937188,0,0
8.739585250,0,1
8.739659688,1,0
8.740221625,0,0
8.755490312,0,1
8.755564750,1,0
8.756126750,0,0
8.771316063,0,1
8.771390500,1,0
8.771952563,0,0
8.787437063,0,1
8.787511500,1,0
8.788073563,0,0
8.803601313,0,1
8.803675750,1,0
8.804237813,0,0
8.819366313,0,1
8.819440750,1,0
8.820002937,0,0
8.835452438,0,1
8.835526875,1,0
8.836088938,0,0
8.851504000,0,1
8.851578438,1,0
8.852140500,0,0
8.867520688,0,1
8.867595125,1,0
8.868157125,0,0
8.883441875,0,1
8.883516313,1,0
8.884078375,0,0
8.899475875,0,1
8.899550313,1,0
8.900112313,0,0
8.915518750,0,1
8.915593188,1,0
8.916155250,0,0
8.931431250,0,1
8.931505688,1,0
8.932067625,0,0
8.947430625,0,1
8.947505063,1,0
8.948067313,0,0
8.963482188,0,1
8.963556625,1,0
8.964118688,0,0
8.979359875,0,1
8.979434313,1,0
8.979996250,0,0
8.995341938,0,1
8.995416375,1,0
8.995978375,0,0
9.011306625,0,1
9.011381062,1,0
9.011943125,0,0
9.027410188,0,1
9.027484625,1,0
9.028046750,0,0
9.043418125,0,1
9.043492563,1,0
9.044054563,0,0
9.059296000,0,1
9.059370375,1,0
9.059932563,0,0
9.075512375,0,1
9.075586813,1,0
9.076149000,0,0
9.091294750,0,1
9.091369187,1,0
9.091931375,0,0
9.107346188,0,1
9.107420625,1,0
9.107982750,0,0
9.123597313,0,1
9.123671750,1,0
9.124234000,0,0
9.139423000,0,1
9.139497437,1,0
9.140059563,0,0
9.155318187,0,1
9.155392625,1,0
9.155954625,0,0
9.171456438,0,1
9.171530875,1,0
9.172092875,0,0
9.187568625,0,1
9.187643063,1,0
9.188205188,0,0
9.203333563,0,1
9.203408000,1,0
9.203970000,0,0
9.219454500,0,1
9.219528938,1,0
9.220091125,0,0
9.235368313,0,1
9.235442750,1,0
9.236004813,0,0
9.251298250,0,1
9.251372688,1,0
9.251934625,0,0
9.267444000,0,1
9.267518375,1,0
9.268080375,0,0
9.283747062,0,1
9.283821500,1,0
9.284383625,0,0
9.299625063,0,1
9.299699500,1,0
9.300261688,0,0
9.315304312,0,1
9.315378750,1,0
9.315940938,0,0
9.331338500,0,1
9.331412938,1,0
9.331975000,0,0
9.347311750,0,1
9.347386188,1,0
9.347948375,0,0
9.363337313,0,1
9.363411688,1,0
9.363974063,0,0
9.379362563,0,1
9.379436938,1,0
9.379999063,0,0
9.395535438,0,1
9.395609875,1,0
9.396171938,0,0
9.411456688,0,1
9.411531125,1,0
9.412093188,0,0
9.427456125,0,1
9.427530563,1,0
9.428092500,0,0
9.443438125,0,1
9.443512563,1,0
9.444074625,0,0
9.459342000,0,1
9.459416437,1,0
9.459978438,0,0
9.475376125,0,1
9.475450563,1,0
9.476012688,0,0
9.491419000,0,1
9.491493437,1,0
9.492055563,0,0
9.507661313,0,1
9.507735750,1,0
9.508297812,0,0
9.523452250,0,1
9.523526688,1,0
9.524088750,0,0
9.539599250,0,1
9.539673688,1,0
9.540235625,0,0
9.555633313,0,1
9.555707750,1,0
9.556269688,0,0
9.571467687,0,1
9.571542063,1,0
9.572104063,0,0
9.587345625,0,1
9.587420063,1,0
9.587982188,0,0
9.603614125,0,1
9.603688563,1,0
9.604250813,0,0
9.619552500,0,1
9.619626938,1,0
9.620189000,0,0
9.635621438,0,1
9.635695875,1,0
9.636258000,0,0
9.651716250,0,1
9.651790687,1,0
9.652352688,0,0
9.667802562,0,1
9.667876937,1,0
9.668439000,0,0
9.683324375,0,1
9.683398813,1,0
9.683961000,0,0
9.699757688,0,1
9.699832125,1,0
9.700394063,0,0
9.715505563,0,1
9.715580000,1,0
9.716142063,0,0
9.731756625,0,1
9.731831000,1,1
9.731831063,1,0
9.732393063,0,0
9.747408688,0,1
9.747483125,1,0
9.748045250,0,0
9.763564312,0,1
9.763638750,1,0
9.764200875,0,0
9.779303313,0,1
9.779377750,1,0
9.779939938,0,0
9.795293813,0,1
9.795368188,1,0
9.795930313,0,0
9.811414750,0,1
9.811489188,1,0
9.812051375,0,0
9.827327313,0,1
9.827401750,1,0
9.827963813,0,0
9.843890938,0,1
9.843965375,1,0
9.844527500,0,0
9.859335875,0,1
9.859410313,1,0
9.859972438,0,0
9.875326625,0,1
9.875401062,1,0
9.875963063,0,0
9.891291250,0,1
9.891365688,1,0
9.891927688,0,0
9.907307938,0,1
9.907382375,1,0
9.907944438,0,0
9.923523188,0,1
9.923597625,1,0
9.924159625,0,0
9.939315438,0,1
9.939389875,1,0
9.939951875,0,0
9.955306125,0,1
9.955380563,1,0
9.955942625,0,0
9.971746812,0,1
9.971821250,1,0
9.972383438,0,0
9.987330938,0,1
9.987405375,1,0
9.987967438,0,0
10.000000125,0,0
